group_scope,group_value,metric,count,min,max,mean,median,std,p10,p25,p50,p75,p90,p95,p99
by_expected_indicator_focus,expected_indicator_focus=mixed,IP_abs_context,27,0.0,0.30694439999999995,0.08555441481481482,0.0,0.12144769499095515,0.0,0.0,0.0,0.2,0.3,0.30181818,0.30581417999999994
by_expected_indicator_focus,expected_indicator_focus=neutral_baseline,IDI_raw,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
by_expected_indicator_focus,expected_indicator_focus=neutral_baseline,EMI_raw,34,0.0,0.004566,0.00013429411764705881,0.0,0.0007714609718850776,0.0,0.0,0.0,0.0,0.0,0.0,0.0030592200000000075
by_expected_indicator_focus,expected_indicator_focus=neutral_baseline,MTI_raw,34,0.0,0.045455,0.0070115,0.0,0.011999444085775269,0.0,0.0,0.0,0.01497275,0.023533799999999997,0.02894744999999998,0.04203389000000002
by_expected_indicator_focus,expected_indicator_focus=neutral_baseline,EVI_raw,34,0.0,3.0,0.14705882352941177,0.0,0.549457108596159,0.0,0.0,0.0,0.0,0.0,1.0,2.3400000000000034
by_expected_indicator_focus,expected_indicator_focus=neutral_baseline,EVI_norm,34,0.0,0.3,0.014705882352941176,0.0,0.054945710859615894,0.0,0.0,0.0,0.0,0.0,0.1,0.23400000000000032
by_expected_indicator_focus,expected_indicator_focus=neutral_baseline,IP_context,34,0.0,0.30722879999999997,0.015021694117647059,0.0,0.0562116439751689,0.0,0.0,0.0,0.0,0.0,0.10122808,0.24000120000000033
by_expected_indicator_focus,expected_indicator_focus=neutral_baseline,IP_abs_context,34,0.0,0.30722879999999997,0.015021694117647059,0.0,0.0562116439751689,0.0,0.0,0.0,0.0,0.0,0.10122808,0.24000120000000033
by_language,language=id,IDI_raw,171,0.0,0.034483,0.0012621169590643275,0.0,0.004809972977554044,0.0,0.0,0.0,0.0,0.0,0.012761,0.022832000000000005
by_language,language=id,EMI_raw,171,0.0,0.044444,0.001688122807017544,0.0,0.005499128990266104,0.0,0.0,0.0,0.0,0.00565,0.011498,0.028955000000000015
by_language,language=id,MTI_raw,171,0.0,0.078947,0.005976122807017545,0.0,0.012907994589786118,0.0,0.0,0.0,0.0069855,0.020408,0.0254785,0.06091470000000026
by_language,language=id,EVI_raw,171,-6.0,4.0,0.21052631578947367,0.0,1.4876117140842158,0.0,0.0,0.0,0.0,2.0,3.0,4.0
by_language,language=id,EVI_norm,171,-0.6,0.4,0.021052631578947368,0.0,0.14876117140842157,0.0,0.0,0.0,0.0,0.2,0.3,0.4
by_language,language=id,IP_context,171,-0.6129036,0.41142839999999997,0.021132745614035088,0.0,0.15123025870125553,0.0,0.0,0.0,0.0,0.2076924,0.30375225,0.4030379200000001
by_language,language=id,IP_abs_context,171,0.0,0.6129036,0.07476508947368421,0.0,0.13314415300728827,0.0,0.0,0.0,0.1,0.302817,0.35799995,0.5157235
by_ref_country,ref_country=China,IDI_raw,39,0.0,0.034483,0.002041179487179487,0.0,0.006674566544542645,0.0,0.0,0.0,0.0,0.002174000000000031,0.015733300000000006,0.028549299999999958
by_ref_country,ref_country=China,EMI_raw,39,0.0,0.029851,0.0024865641025641023,0.0,0.006776751690645016,0.0,0.0,0.0,0.0,0.006816400000000009,0.014178200000000023,0.029364599999999994
by_ref_country,ref_country=China,MTI_raw,39,0.0,0.045455,0.0043824871794871795,0.0,0.009922682722111081,0.0,0.0,0.0,0.0,0.021277,0.023960600000000002,0.03780217999999995
by_ref_country,ref_country=China,EVI_raw,39,-5.0,4.0,0.23076923076923078,0.0,1.7016061562089289,-1.1999999999999997,0.0,0.0,0.5,3.0,3.1000000000000014,4.0
by_ref_country,ref_country=China,EVI_norm,39,-0.5,0.4,0.02307692307692308,0.0,0.17016061562089288,-0.11999999999999998,0.0,0.0,0.05,0.3,0.3100000000000001,0.4
by_ref_country,ref_country=China,IP_context,39,-0.5157235,0.4101264,0.022898692307692314,0.0,0.1730399611071524,-0.12011111999999997,0.0,0.0,0.05050125,0.30037038,0.3125353000000001,0.406278368
by_ref_country,ref_country=China,IP_abs_context,39,0.0,0.5157235,0.09629528205128206,0.0,0.14558295540354718,0.0,0.0,0.0,0.15172415,0.30682074,0.40101264000000003,0.47559660199999976
by_ref_country,ref_country=Russia,IDI_raw,8,0.0,0.023077,0.002884625,0.0,0.007632000375679694,0.0,0.0,0.0,0.0,0.006923099999999996,0.015000049999999989,0.021461609999999992
by_ref_country,ref_country=Russia,EMI_raw,8,0.0,0.010417,0.00176375,0.0,0.0034868615096530576,0.0,0.0,0.0,0.00092325,0.005710199999999999,0.008063599999999995,0.009946319999999998
by_ref_country,ref_country=Russia,MTI_raw,8,0.0,0.015625,0.00456875,0.0,0.006562608451484821,0.0,0.0,0.0,0.00800125,0.015457,0.015541,0.0156082
by_ref_country,ref_country=Russia,EVI_raw,8,-4.0,3.0,-0.125,0.0,2.027159342528357,-2.5999999999999996,-0.5,0.0,0.5,2.3,2.6499999999999995,2.9299999999999997
by_ref_country,ref_country=Russia,EVI_norm,8,-0.4,0.3,-0.012500000000000004,0.0,0.2027159342528357,-0.26,-0.05,0.0,0.05,0.22999999999999998,0.26499999999999996,0.293
by_ref_country,ref_country=Russia,IP_context,8,-0.4041668,0.3046875,-0.011704187500000001,0.0,0.20584203706590423,-0.26254266,-0.050461650000000004,0.0,0.0519231,0.23679092999999998,0.270739215,0.297897843
by_ref_country,ref_country=Russia,IP_abs_context,8,0.0,0.4041668,0.13979916250000002,0.10092330000000001,0.15153919094668167,0.0,0.0,0.10092330000000001,0.231941175,0.33453129,0.36934904499999993,0.397203249
by_ref_country,ref_country=USA,IDI_raw,124,0.0,0.022727,0.0009124112903225807,0.0,0.003694929160375759,0.0,0.0,0.0,0.0,0.0,0.008423999999999987,0.018179149999999988
